Subject info,Project,Project 1,,,,,
,First Name,,,,,,
,Last Name,Kehlin trial,,,,,
,Sex,Male,,,,,
,Date of birth,,,,,,
,,,,,,,
Record info,Name,Homer Technique,,,,,
,Date Measured,6/15/2018 10:51,,,,,
,Number of periods,1,,,,,
,,,,,,,
Analyzed Signal,"Time, s",,"TIB.ANT. RT, uV","PERONEUS RT, uV","LAT. GASTRO RT, uV","MED. GASTRO RT, uV","Homer Technique, phases"
,119.906,,0.583482,-2.60103,9.29651,-85.4291,1
,119.9067,,1.82338,1.97048,11.4496,-33.5462,1
,119.9073,,1.16696,1.02465,11.4496,-19.4739,1
,119.908,,-0.656417,-3.54686,8.99467,-23.4539,1
,119.9087,,-0.656417,-0.788192,8.08917,-15.8492,1
,119.9093,,0.291741,-0.157638,4.12507,-9.09727,1
,119.91,,-0.656417,-6.93609,-7.18366,-9.09727,1
,119.9107,,-2.18806,-5.35971,-17.8485,-6.39652,1
,119.9113,,-2.77154,3.78332,-19.6796,-7.88904,1
,119.912,,-1.53164,7.40901,-11.4496,-11.2294,1
,119.9127,,0.583482,3.46805,-1.69027,1.2793,1
,119.9133,,1.16696,-1.10347,0.462813,22.3167,1
,119.914,,0,1.6552,-0.462813,32.9776,1
,119.9147,,-0.656417,9.53712,7.46538,31.7694,1
,119.9153,,-0.656417,2.83749,13.5826,13.7881,1
,119.916,,-1.53164,-12.6899,4.72874,-6.68081,1
,119.9167,,-0.948158,-5.99026,-5.03058,10.4476,1
,119.9173,,-0.948158,11.7441,-1.36832,34.8255,1
,119.918,,-2.18806,8.67011,1.67015,-5.75687,1
,119.9187,,-1.53164,0.0788192,-4.42691,-66.8081,1
,119.9193,,-0.656417,2.83749,-6.86171,-64.9602,1
,119.92,,-1.89632,4.72915,-3.19945,-39.9427,1
,119.9207,,-1.2399,4.72915,-1.99211,-41.7906,1
,119.9213,,2.11512,6.22672,5.33241,-35.3941,1
,119.922,,2.6986,1.97048,14.7899,-16.1334,1
,119.9227,,1.16696,-1.73402,7.16354,-15.4938,1
,119.9233,,2.11512,-1.10347,-9.01479,-15.2095,1
,119.924,,2.6986,-3.23159,-14.81,-2.98504,1
,119.9247,,0.583482,-3.54686,-12.9789,-1.20823,1
,119.9253,,0.291741,0.0788192,-3.82324,-11.2294,1
,119.926,,2.6986,-0.472915,9.9203,-17.0574,1
,119.9267,,2.11512,-0.788192,7.78733,-14.9252,1
,119.9273,,-0.948158,0.394096,-5.35253,-10.9452,1
,119.928,,-1.53164,-3.86214,-4.12507,-9.09727,1
,119.9287,,-0.656417,-5.35971,3.50128,-4.54864,1
,119.9293,,0.583482,0.0788192,1.67015,0.639652,1
,119.93,,2.99035,0.0788192,0.140856,-2.41646,1
,119.9307,,3.64676,-1.73402,1.36832,-4.83293,1
,119.9313,,1.82338,1.6552,-1.36832,3.98006,1
,119.932,,1.16696,0.709373,-1.69027,8.59977,1
,119.9327,,1.4587,-2.91631,3.50128,6.11223,1
,119.9333,,0.291741,1.6552,5.9562,10.7319,1
,119.934,,0.291741,5.59616,4.12507,16.4888,1
,119.9347,,0.291741,1.02465,1.06648,12.5798,1
,119.9353,,-0.656417,-3.23159,-4.12507,10.7319,1
,119.936,,0,-4.17742,-5.9562,26.0125,1
,119.9367,,0.291741,-6.30554,-3.82324,54.0861,1
,119.9373,,0,-5.35971,-2.59578,71.7832,1
,119.938,,0.583482,-0.472915,-1.99211,68.0874,1
,119.9387,,0.291741,-2.60103,-2.29394,66.5949,1
,119.9393,,0.583482,-9.93122,-8.69284,57.9951,1
,119.94,,2.99035,-6.30554,-11.4496,-6.68081,1
,119.9407,,1.82338,6.22672,-1.36832,-94.2421,1
,119.9413,,-3.06328,11.7441,5.33241,-109.807,1
,119.942,,-2.18806,7.72428,-2.59578,-55.7919,1
,119.9427,,0.291741,2.83749,-7.4855,-12.5088,1
,119.9433,,-1.53164,-2.91631,-1.36832,-1.49252,1
,119.944,,0,-6.93609,-0.764648,1.56359,1
,119.9447,,2.99035,-2.36458,-3.82324,-1.20823,1
,119.9453,,0.291741,2.83749,-0.764648,-5.75687,1
,119.946,,-1.53164,0.0788192,-1.06648,-1.49252,1
,119.9467,,2.11512,-1.10347,-4.12507,3.69577,1
,119.9473,,1.16696,3.46805,-1.36832,1.84788,1
,119.948,,-4.01144,1.02465,-8.69284,-3.34041,1
,119.9487,,-0.948158,-5.35971,-19.6796,-6.9651,1
,119.9493,,4.81373,-4.17742,-1.36832,-6.04116,1
,119.95,,1.82338,-13.951,28.5334,-2.98504,1
,119.9507,,-3.06328,-36.4933,19.6796,-4.26435,1
,119.9513,,-1.2399,-32.5523,-11.4496,-7.60475,1
,119.952,,0.291741,-1.10347,-19.3778,0.355362,1
,119.9527,,-0.656417,12.9263,-8.08917,19.5449,1
,119.9533,,-0.656417,5.59616,-1.69027,27.7893,1
,119.954,,0,9.8524,-1.99211,14.0723,1
,119.9547,,0,25.1433,2.29394,2.20325,1
,119.9553,,0.291741,26.9562,6.86171,3.05612,1
,119.956,,-0.656417,12.9263,-1.06648,5.25936,1
,119.9567,,-2.18806,-0.788192,-8.391,3.69577,1
,119.9573,,-1.53164,-6.30554,1.97199,1.56359,1
,119.958,,-1.53164,-2.36458,8.69284,3.05612,1
,119.9587,,-4.30318,6.54199,-3.19945,10.0923,1
,119.9593,,-5.25134,9.53712,-9.61846,6.75188,1
,119.96,,-2.77154,6.22672,0.462813,-6.04116,1
,119.9607,,-2.77154,5.28089,6.86171,-1.20823,1
,119.9613,,-4.88666,-1.73402,3.80312,13.1484,1
,119.962,,-4.59492,-17.2614,0.462813,16.8442,1
,119.9627,,-1.53164,-2.91631,0.462813,28.9976,1
,119.9633,,1.16696,47.4492,-4.12507,44.2781,1
,119.964,,1.16696,79.1345,-14.81,49.1821,1
,119.9647,,-1.53164,69.6762,-17.8485,61.6909,1
,119.9653,,-3.42796,33.9711,-11.4496,57.0712,1
,119.966,,-3.42796,-27.035,-13.8844,28.9976,1
,119.9667,,-3.42796,-78.031,-21.5107,32.9776,1
,119.9673,,-5.54308,-72.1984,-11.4496,24.4489,1
,119.968,,-7.36646,-37.7544,1.97199,-51.8118,1
,119.9687,,-6.12656,-13.6357,-0.160978,-78.6772,1
,119.9693,,-3.7197,10.1677,5.33241,-8.81298,1
,119.97,,-1.89632,18.4437,22.1144,17.7681,1
,119.9707,,-2.77154,-9.37949,14.1862,-27.7183,1
,119.9713,,-5.25134,-34.3652,-8.69284,-47.9028,1
,119.972,,-2.77154,-25.8527,-5.03058,-36.247,1
,119.9727,,1.82338,-11.8229,14.7899,-40.227,1
,119.9733,,2.40686,-7.8031,17.8485,-48.1871,1
,119.974,,0.583482,-3.54686,4.42691,-39.6584,1
,119.9747,,-0.948158,-2.60103,-9.61846,-46.3392,1
,119.9753,,-2.4798,-6.93609,-6.55987,-82.0887,1
,119.976,,-2.4798,-4.49269,11.7514,-64.3916,1
,119.9767,,-2.4798,1.97048,10.524,29.6372,1
,119.9773,,-4.88666,1.97048,-13.2807,74.8393,1
,119.978,,-6.12656,1.02465,-19.6796,40.9377,1
,119.9787,,-3.7197,1.02465,-5.35253,39.7295,1
,119.9793,,-0.656417,-3.54686,1.97199,60.7669,1
,119.98,,-0.364676,-1.10347,2.29394,22.0325,1
,119.9807,,-1.2399,4.72915,3.19945,-31.9826,1
,119.9813,,0.583482,-6.30554,0.462813,-34.4701,1
,119.982,,2.6986,-18.8378,-0.462813,-7.60475,1
,119.9827,,1.16696,-6.62081,0.764648,7.67582,1
,119.9833,,0,6.54199,-2.29394,2.20325,1
,119.984,,0.875223,1.02465,-2.59578,-14.0013,1
,119.9847,,0,-3.23159,2.89761,-27.1497,1
,119.9853,,-1.53164,2.28576,1.97199,-29.8504,1
,119.986,,-1.53164,14.1875,-1.99211,-16.4177,1
,119.9867,,-1.89632,33.9711,2.29394,-5.11722,1
,119.9873,,-2.4798,40.4343,9.9203,-7.60475,1
,119.988,,-0.948158,24.8281,17.2448,2.20325,1
,119.9887,,0.291741,10.483,15.7155,18.621,1
,119.9893,,0,-2.36458,-5.9562,4.904,1
,119.99,,0.291741,-27.3503,-15.1119,-6.04116,1
,119.9907,,0.875223,-41.3801,15.4137,19.5449,1
,119.9913,,0.583482,-28.2961,31.2701,26.0125,1
,119.992,,0.291741,-7.8031,-9.01479,-7.32046,1
,119.9927,,1.4587,1.6552,-42.5788,-6.04116,1
,119.9933,,3.9385,0.394096,-26.4005,45.4864,1
,119.994,,2.99035,-1.73402,-2.29394,76.0475,1
,119.9947,,0.875223,1.02465,0.462813,70.8592,1
,119.9953,,3.64676,3.78332,-1.36832,81.5201,1
,119.996,,8.16875,1.33993,0.140856,81.8044,1
,119.9967,,7.29352,-2.36458,-5.9562,12.5798,1
,119.9973,,4.23024,-5.35971,-11.7514,-51.8118,1
,119.998,,4.81373,-7.48782,0.462813,-27.434,1
,119.9987,,4.52199,-7.8031,16.0174,5.25936,1
,119.9993,,1.16696,-8.11838,6.55987,-35.3941,1
,120,,-1.89632,-4.17742,-10.524,-87.5613,1
,120.0007,,-1.2399,4.41388,-5.35253,-94.8817,1
,120.0013,,1.4587,7.40901,5.33241,-77.469,1
,120.002,,2.40686,4.72915,3.50128,-47.2632,1
,120.0027,,1.16696,4.96561,1.67015,-17.697,1
,120.0033,,0.291741,4.41388,4.12507,-9.73693,1
,120.004,,0.291741,1.97048,2.89761,-10.6609,1
,120.0047,,2.11512,3.78332,1.36832,-6.39652,1
,120.0053,,6.05363,4.96561,1.97199,-6.39652,1
,120.006,,4.81373,1.02465,3.80312,-12.5088,1
,120.0067,,1.82338,-0.472915,2.89761,-17.697,1
,120.0073,,4.81373,0.0788192,-2.29394,-17.0574,1
,120.008,,7.29352,1.02465,-5.9562,-10.3055,1
,120.0087,,2.40686,4.72915,-4.72874,-4.26435,1
,120.0093,,-0.364676,6.54199,-4.72874,-0.56858,1
,120.01,,1.4587,2.83749,-5.9562,3.98006,1
,120.0107,,1.16696,-1.41875,-4.72874,4.61971,1
,120.0113,,0.875223,-5.04443,-4.12507,-0.28429,1
,120.012,,2.11512,-4.80797,-4.12507,-1.49252,1
,120.0127,,1.82338,1.33993,1.67015,3.69577,1
,120.0133,,2.11512,3.78332,6.86171,7.39153,1
,120.014,,4.52199,2.28576,5.63425,7.67582,1
,120.0147,,3.9385,2.83749,5.03058,9.52371,1
,120.0153,,2.11512,2.83749,8.69284,12.2245,1
,120.016,,2.99035,1.33993,4.12507,11.3005,1
,120.0167,,3.9385,4.96561,-9.61846,7.67582,1
,120.0173,,1.16696,7.09373,-18.7741,4.904,1
,120.018,,-3.06328,2.83749,-13.2807,5.25936,1
,120.0187,,-3.42796,2.28576,-1.36832,9.52371,1
,120.0193,,-0.656417,2.83749,2.29394,13.1484,1
,120.02,,1.16696,-2.91631,-4.42691,10.0923,1
,120.0207,,0.291741,-4.49269,-11.1478,5.82794,1
,120.0213,,-1.2399,1.6552,-14.1862,4.904,1
,120.022,,-1.2399,2.52221,-11.7514,0.355362,1
,120.0227,,0.291741,-2.60103,0.462813,-4.83293,1
,120.0233,,0.291741,-8.11838,9.9203,0.355362,1
,120.024,,-3.42796,-9.93122,1.97199,7.96011,1
,120.0247,,-6.12656,-1.73402,-11.1478,8.59977,1
,120.0253,,-6.4183,8.35484,-15.1119,3.98006,1
,120.026,,-4.59492,7.09373,-11.7514,0.639652,1
,120.0267,,-2.4798,2.52221,-2.89761,6.75188,1
,120.0273,,-3.42796,2.83749,8.08917,14.0723,1
,120.028,,-4.59492,3.78332,13.8844,11.9402,1
,120.0287,,0,2.83749,12.9588,14.0723,1
,120.0293,,2.11512,1.02465,11.4496,24.4489,1
,120.03,,-0.948158,-5.35971,16.0174,19.9003,1
,120.0307,,-2.4798,-9.06421,19.6796,4.61971,1
,120.0313,,-0.948158,-5.04443,10.2221,2.77183,1
,120.032,,-0.948158,-5.67498,-3.82324,2.77183,1
,120.0327,,1.4587,-11.8229,-5.03058,1.2793,1
,120.0333,,4.23024,-7.25137,1.36832,7.96011,1
,120.034,,0.875223,4.96561,5.9562,-0.56858,1
,120.0347,,-1.2399,6.54199,5.63425,-17.9813,1
,120.0353,,2.6986,0.0788192,-3.19945,10.4476,1
,120.036,,3.9385,2.28576,-13.2807,51.5986,1
,120.0367,,0.875223,8.98539,-9.61846,23.2407,1
,120.0373,,2.40686,8.67011,5.9562,-39.3031,1
,120.038,,3.9385,5.28089,13.8844,-59.4876,1
,120.0387,,-1.2399,2.83749,4.42691,-46.6235,1
,120.0393,,-3.42796,1.02465,-7.18366,-32.6223,1
,120.04,,1.4587,1.6552,-5.35253,-20.6821,1
,120.0407,,4.81373,2.83749,1.36832,-12.793,1
,120.0413,,4.23024,1.33993,-1.06648,-1.77681,1
,120.042,,4.81373,-4.17742,-9.9203,15.2806,1
,120.0427,,3.9385,-5.35971,-17.5467,23.2407,1
,120.0433,,2.40686,0.0788192,-16.943,19.5449,1
,120.044,,2.40686,1.6552,-2.29394,17.7681,1
,120.0447,,1.16696,-6.30554,13.8844,17.7681,1
,120.0453,,-1.89632,-3.54686,16.943,18.3367,1
,120.046,,-2.4798,8.35484,12.0533,22.9564,1
,120.0467,,-0.656417,2.28576,7.78733,14.0723,1
,120.0473,,1.16696,-10.2465,4.42691,-21.606,1
,120.048,,3.35502,-6.30554,4.72874,-44.4914,1
,120.0487,,5.1784,-6.30554,10.2221,-24.6621,1
,120.0493,,2.11512,-14.818,11.4496,-16.1334,1
,120.05,,-2.77154,-8.74893,4.72874,-52.1672,1
,120.0507,,-2.4798,-2.91631,1.36832,-61.6198,1
,120.0513,,0.291741,-12.3746,3.50128,-13.3616,1
,120.052,,-0.656417,-8.74893,3.19945,22.3167,1
,120.0527,,0.583482,5.28089,1.36832,20.4689,1
,120.0533,,3.9385,0.709373,3.19945,18.9763,1
,120.054,,1.4587,-5.67498,4.12507,18.9763,1
,120.0547,,-1.89632,4.96561,-1.06648,-1.77681,1
,120.0553,,-0.364676,8.67011,-8.08917,-19.4739,1
,120.056,,0.291741,1.02465,-11.4496,3.05612,1
,120.0567,,-0.364676,0.0788192,-6.86171,30.5612,1
,120.0573,,2.40686,1.6552,1.36832,-0.56858,1
,120.058,,2.6986,0.0788192,2.89761,-60.6959,1
,120.0587,,-1.2399,1.97048,-2.89761,-71.0724,1
,120.0593,,-1.89632,0.0788192,-8.391,-36.247,1
,120.06,,1.16696,-3.86214,-7.4855,-3.34041,1
,120.0607,,2.99035,3.46805,-3.5214,4.904,1
,120.0613,,1.4587,9.30067,-5.03058,-7.88904,1
,120.062,,-1.89632,4.0986,-8.08917,-20.1135,1
,120.0627,,-1.53164,2.83749,-2.89761,-28.3579,1
,120.0633,,2.99035,2.83749,2.89761,-38.0948,1
,120.064,,3.64676,-5.35971,-2.29394,-13.3616,1
,120.0647,,0.583482,-8.11838,-6.86171,35.4652,1
,120.0653,,1.16696,-2.60103,-2.59578,39.7295,1
,120.066,,2.99035,-0.157638,3.19945,10.7319,1
,120.0667,,1.82338,0.394096,8.391,-2.41646,1
,120.0673,,-0.364676,0.0788192,4.72874,0.0710725,1
,120.068,,0.291741,-3.54686,-10.524,41.5063,1
,120.0687,,0.583482,-4.49269,-16.6411,102.913,1
,120.0693,,-0.364676,-2.36458,-6.86171,87.6323,1
,120.07,,-0.656417,-0.157638,1.67015,0.355362,1
,120.0707,,-0.656417,1.33993,3.50128,-68.3006,1
,120.0713,,-0.364676,-1.10347,2.29394,-85.9977,1
,120.072,,2.11512,-4.17742,-2.29394,-48.1871,1
,120.0727,,5.47014,1.02465,-2.29394,17.1285,1
,120.0733,,6.71004,2.28576,0.764648,39.3741,1
,120.074,,6.34537,-5.35971,-1.06648,21.1085,1
,120.0747,,3.9385,-8.11838,-1.99211,13.1484,1
,120.0753,,0.875223,-8.74893,-5.65437,8.59977,1
,120.076,,0.291741,-9.06421,-16.3393,2.77183,1
,120.0767,,1.16696,0.709373,-7.78733,12.2245,1
,120.0773,,0.291741,1.97048,20.6052,21.6771,1
,120.078,,-0.656417,-17.2614,24.2474,20.4689,1
,120.0787,,0.583482,-20.0201,5.33241,23.2407,1
,120.0793,,1.4587,-5.04443,-4.72874,21.3928,1
,120.08,,-2.4798,-1.73402,-13.2807,8.59977,1
,120.0807,,-5.25134,3.78332,-18.4723,-7.60475,1
,120.0813,,-1.2399,-3.23159,-2.29394,-26.2257,1
,120.082,,2.6986,-53.9123,10.2221,-35.9627,1
,120.0827,,-0.364676,-66.7599,1.06648,-20.6821,1
,120.0833,,-2.4798,4.72915,-3.5214,1.2793,1
,120.084,,-0.364676,55.3311,0.764648,4.33542,1
,120.0847,,0.291741,61.1637,-4.12507,-1.77681,1
,120.0853,,0.291741,101.756,-7.78733,-5.11722,1
,120.086,,0.875223,139.589,0.140856,-10.6609,1
,120.0867,,-0.948158,109.086,6.25804,-12.5088,1
,120.0873,,-1.53164,46.8186,5.63425,-1.20823,1
,120.088,,0.875223,-26.4044,2.89761,7.39153,1
,120.0887,,1.16696,-98.7605,-1.36832,2.48754,1
,120.0893,,-1.53164,-106.091,-5.03058,-2.70075,1
,120.09,,-3.42796,-56.3557,-9.61846,-2.41646,1
,120.0907,,-2.4798,-25.2221,-10.524,-0.56858,1
,120.0913,,-0.656417,-20.0201,4.72874,1.84788,1
,120.092,,0.291741,-19.3895,23.6437,-2.98504,1
,120.0927,,-0.656417,-25.5374,14.4881,-10.0212,1
,120.0933,,-0.364676,-19.3895,-10.524,-4.26435,1
,120.094,,1.16696,6.22672,-13.2807,0.355362,1
,120.0947,,-0.656417,13.5569,-4.42691,-8.52869,1
,120.0953,,-3.06328,-2.60103,-6.55987,-14.2856,1
,120.096,,-1.53164,-6.62081,-6.86171,-14.2856,1
,120.0967,,-0.364676,-0.788192,-0.462813,-14.9252,1
,120.0973,,-1.89632,-7.25137,-6.55987,-4.26435,1
,120.098,,-2.4798,-11.8229,-14.1862,10.7319,1
,120.0987,,-1.53164,-1.73402,-10.2221,19.5449,1
,120.0993,,-1.53164,2.83749,-5.9562,28.9976,1
,120.1,,-1.53164,-0.788192,-1.36832,38.8056,1
,120.1007,,-1.53164,0.0788192,14.1862,67.1635,1
,120.1013,,-3.42796,0.0788192,28.8353,128.854,1
,120.102,,-5.83482,3.15277,30.3646,149.608,1
,120.1027,,-7.6582,21.7541,21.5107,89.4802,1
,120.1033,,-7.6582,32.7888,9.9203,51.8829,1
,120.104,,-7.07472,21.2024,1.06648,57.9951,1
,120.1047,,-7.07472,6.54199,-9.61846,-17.9813,1
,120.1053,,-4.88666,-6.93609,-21.5107,-152.521,1
,120.106,,2.40686,-20.9659,-17.8485,-176.046,1
,120.1067,,8.53342,-18.5225,-5.9562,-90.6174,1
,120.1073,,7.29352,-6.30554,-7.4855,-39.9427,1
,120.108,,2.11512,-0.788192,-9.9203,-59.7719,1
,120.1087,,-2.18806,1.02465,-1.69027,-93.9578,1
,120.1093,,-1.53164,-4.17742,2.59578,-100.354,1
,120.11,,0.875223,-14.5027,-1.06648,-50.9589,1
,120.1107,,-0.656417,-11.1923,-11.4496,16.4888,1
,120.1113,,-2.4798,-0.788192,-19.0759,21.3928,1
,120.112,,-0.948158,0.0788192,-0.462813,-22.53,1
,120.1127,,-0.656417,3.78332,25.4748,-36.247,1
,120.1133,,-1.53164,9.30067,17.8485,-23.1696,1
,120.114,,-0.656417,0.394096,2.59578,-24.3779,1
,120.1147,,-0.656417,-9.37949,10.2221,-24.3779,1
,120.1153,,-4.01144,-9.61594,11.1276,-11.2294,1
,120.116,,-4.88666,-15.4486,-3.82324,-11.5848,1
,120.1167,,-1.89632,-20.9659,-7.78733,-21.606,1
,120.1173,,1.4587,-7.48782,-0.462813,-6.04116,1
,120.118,,2.99035,14.1875,2.59578,26.0125,1
,120.1187,,0,21.2024,-3.19945,33.6173,1
,120.1193,,-5.25134,11.9805,-9.61846,13.7881,1
,120.12,,-5.54308,2.83749,0.140856,-4.83293,1
,120.1207,,-1.2399,3.46805,18.7741,-14.9252,1
,120.1213,,-0.656417,7.40901,12.3551,-14.2856,1
,120.122,,-5.83482,7.09373,-15.1119,-2.13217,1
,120.1227,,-9.18984,5.59616,-23.04,9.52371,1
,120.1233,,-7.07472,4.96561,-3.5214,20.1846,1
,120.124,,-5.25134,2.83749,10.524,31.4851,1
,120.1247,,-7.07472,0.709373,7.78733,38.1659,1
,120.1253,,-5.83482,0.0788192,4.12507,52.5225,1
,120.126,,-2.77154,-0.157638,4.12507,57.0712,1
,120.1267,,-2.4798,1.33993,1.97199,6.11223,1
,120.1273,,-1.53164,2.52221,2.29394,-46.9789,1
,120.128,,1.16696,0.709373,1.36832,-23.1696,1
,120.1287,,0,1.02465,-3.5214,11.3005,1
,120.1293,,-1.53164,3.78332,3.19945,-18.9053,1
,120.13,,-0.656417,1.02465,18.4522,-47.2632,1
,120.1307,,-3.06328,-3.54686,18.7741,-18.9053,1
,120.1313,,-4.30318,-4.49269,5.03058,19.2606,1
,120.132,,0.291741,-5.67498,-7.18366,32.409,1
,120.1327,,0.875223,-5.67498,-17.5467,34.8255,1
,120.1333,,-0.656417,-3.54686,-21.5107,36.318,1
,120.134,,3.64676,-3.23159,-15.1119,28.1447,1
,120.1347,,4.81373,-2.36458,-11.4496,-4.26435,1
,120.1353,,-2.4798,2.28576,-12.0533,-44.4914,1
,120.136,,-3.7197,1.97048,-5.03058,-47.2632,1
,120.1367,,1.16696,-2.60103,5.33241,-17.9813,1
,120.1373,,0.875223,-2.91631,9.61846,-9.73693,1
,120.138,,-1.53164,1.02465,15.1119,-24.3779,1
,120.1387,,-0.948158,4.0986,19.9815,-20.6821,1
,120.1393,,-0.656417,3.46805,12.9588,-5.11722,1
,120.14,,0.291741,-1.73402,2.29394,-10.9452,1
,120.1407,,2.11512,-2.36458,0.140856,-20.6821,1
,120.1413,,0.291741,2.83749,1.97199,-12.5088,1
,120.142,,-0.656417,3.78332,0.764648,-4.54864,1
,120.1427,,0.291741,1.02465,-0.764648,-2.13217,1
,120.1433,,0.291741,-1.41875,-2.89761,9.52371,1
,120.144,,-1.2399,-3.54686,-6.25804,19.5449,1
,120.1447,,-1.53164,-0.788192,-4.72874,23.2407,1
,120.1453,,-2.4798,1.97048,-0.462813,27.2207,1
,120.146,,-2.77154,-1.10347,-0.764648,13.1484,1
,120.1467,,-0.656417,5.59616,-1.06648,-20.3978,1
,120.1473,,2.11512,21.7541,0.140856,-36.6023,1
,120.148,,2.6986,22.3847,-1.06648,-24.3779,1
,120.1487,,1.82338,10.7982,2.89761,-7.60475,1
,120.1493,,1.16696,5.28089,5.63425,-7.88904,1
,120.15,,0.291741,-0.788192,-4.12507,-23.4539,1
,120.1507,,-0.656417,-9.93122,-6.25804,-15.4938,1
,120.1513,,0.291741,-12.0593,6.25804,29.9215,1
,120.152,,2.40686,-9.61594,6.86171,57.9951,1
,120.1527,,2.6986,-4.49269,2.29394,36.9577,1
,120.1533,,1.4587,-0.788192,9.61846,11.3005,1
,120.154,,0,-4.80797,3.50128,7.39153,1
,120.1547,,-2.4798,-4.49269,-10.2221,6.11223,1
,120.1553,,-2.4798,3.78332,3.19945,3.98006,1
,120.156,,1.4587,1.6552,20.2833,11.3005,1
,120.1567,,3.35502,-9.37949,8.69284,21.3928,1
,120.1573,,0,-13.6357,-11.1478,26.2968,1
,120.158,,-2.77154,-18.2072,-18.7741,31.7694,1
,120.1587,,-1.89632,-19.7048,-15.1119,36.9577,1
,120.1593,,-0.948158,-5.35971,-7.4855,20.4689,1
,120.16,,-1.53164,3.46805,-7.78733,-6.68081,1
,120.1607,,-2.18806,-6.62081,-3.82324,1.2793,1
,120.1613,,-2.4798,1.02465,12.6569,29.3529,1
,120.162,,-3.42796,32.7888,10.524,26.2968,1
,120.1627,,-2.4798,43.1141,-9.31663,15.2806,1
,120.1633,,0.291741,28.2173,-8.69284,15.9202,1
,120.164,,1.4587,18.1284,-1.69027,-5.11722,1
,120.1647,,-0.656417,1.6552,-6.55987,-17.9813,1
,120.1653,,-2.77154,-29.1631,5.03058,23.2407,1
,120.166,,-4.01144,-37.4391,23.04,66.5949,1
,120.1667,,-4.30318,-16.3944,15.1119,63.5388,1
,120.1673,,-2.77154,-5.99026,-1.06648,6.46759,1
,120.168,,-3.7197,-16.0791,-5.35253,-108.599,1
,120.1687,,-7.6582,-17.5767,-7.78733,-182.443,1
,120.1693,,-6.4183,-0.788192,-6.25804,-107.39,1
,120.17,,-1.2399,11.1135,-6.55987,18.3367,1
,120.1707,,0.291741,3.78332,-19.6796,73.9154,1
,120.1713,,2.6986,-2.60103,-22.7382,98.2932,1
,120.172,,8.53342,3.15277,-8.08917,91.6124,1
,120.1727,,6.71004,7.40901,-7.4855,1.56359,1
,120.1733,,1.16696,6.22672,-16.0174,-84.7894,1
,120.174,,3.9385,6.54199,-5.03058,-68.656,1
,120.1747,,7.29352,2.83749,7.16354,-17.3417,1
,120.1753,,4.81373,-6.30554,3.19945,-14.6409,1
,120.176,,2.40686,-9.61594,2.89761,-29.2819,1
,120.1767,,1.4587,-5.04443,6.86171,-8.81298,1
,120.1773,,1.4587,0.0788192,-0.160978,25.0886,1
,120.178,,2.99035,1.02465,-5.03058,19.5449,1
,120.1787,,2.40686,-1.41875,2.29394,-21.0374,1
,120.1793,,3.35502,-4.49269,9.61846,-31.0587,1
,120.18,,8.53342,-10.2465,11.7514,16.4888,1
,120.1807,,8.53342,-12.6899,9.9203,65.6709,1
,120.1813,,2.6986,-5.99026,2.59578,75.1236,1
,120.182,,2.11512,-3.86214,-6.55987,79.1036,1
,120.1827,,4.23024,6.22672,-10.8459,88.2009,1
,120.1833,,2.99035,52.336,-5.35253,37.8816,1
,120.184,,2.11512,96.5535,1.67015,-71.0724,1
,120.1847,,2.99035,79.765,-4.42691,-127.22,1
,120.1853,,4.81373,20.8871,-5.65437,-83.8655,1
,120.186,,6.05363,-36.4933,16.3192,-28.9265,1
,120.1867,,3.9385,-73.4595,25.173,-29.8504,1
,120.1873,,1.82338,-73.1442,3.19945,-57.6398,1
,120.188,,4.81373,-49.9714,-6.86171,-64.6759,1
,120.1887,,7.00178,-38.3061,6.25804,-42.9988,1
,120.1893,,5.47014,-28.2961,9.29651,-8.81298,1
,120.19,,2.6986,-8.11838,4.12507,8.88406,1
,120.1907,,0.291741,0.0788192,4.12507,3.98006,1
,120.1913,,0,-1.10347,3.19945,3.41148,1
,120.192,,2.99035,3.46805,7.78733,6.75188,1
,120.1927,,2.40686,4.0986,20.9071,-16.7731,1
,120.1933,,-0.948158,-1.73402,14.1862,-41.151,1
,120.194,,0.291741,-5.35971,-15.4137,-27.1497,1
,120.1947,,1.4587,-11.1923,-32.4975,-6.9651,1
,120.1953,,-1.53164,-16.9461,-20.6052,-9.45264,1
,120.196,,-3.06328,-15.4486,-3.19945,-8.81298,1
,120.1967,,-1.2399,-9.37949,1.06648,-3.6247,1
,120.1973,,1.16696,1.6552,-3.82324,-7.88904,1
,120.198,,2.11512,11.9805,-8.69284,-4.83293,1
,120.1987,,1.4587,11.9805,-10.8459,11.3005,1
,120.1993,,1.4587,6.22672,-4.12507,14.0723,1
,120.2,,3.9385,3.15277,8.391,1.2793,1
,120.2007,,2.99035,1.97048,9.61846,-4.54864,1
,120.2013,,-0.364676,1.33993,0.140856,3.05612,1
,120.202,,0.291741,1.97048,-0.462813,10.7319,1
,120.2027,,0.291741,1.02465,6.25804,11.3005,1
,120.2033,,-1.2399,-5.99026,-0.462813,7.67582,1
,120.204,,-0.656417,-14.818,-12.6771,3.98006,1
,120.2047,,0,-9.93122,-12.0533,7.96011,1
,120.2053,,-1.53164,8.98539,-2.29394,19.2606,1
,120.206,,-1.89632,16.8673,2.29394,22.3167,1
,120.2067,,-2.18806,8.35484,0.764648,14.9963,1
