Subject info,Project,Project 1,,,,,
,First Name,,,,,,
,Last Name,Kehlin trial,,,,,
,Sex,Male,,,,,
,Date of birth,,,,,,
,,,,,,,
Record info,Name,Homer Technique,,,,,
,Date Measured,6/15/2018 10:51,,,,,
,Number of periods,1,,,,,
,,,,,,,
Analyzed Signal,"Time, s",,"TIB.ANT. RT, uV","PERONEUS RT, uV","LAT. GASTRO RT, uV","MED. GASTRO RT, uV","Homer Technique, phases"
,141.592,,2.40686,-28.8478,13.2807,-6.9651,1
,141.5927,,1.82338,-20.6506,7.78733,-3.90898,1
,141.5933,,2.99035,-1.41875,3.50128,-1.49252,1
,141.594,,3.35502,7.72428,6.55987,-1.49252,1
,141.5947,,0.583482,20.5718,4.72874,1.84788,1
,141.5953,,-0.656417,39.1731,-4.12507,4.61971,1
,141.596,,0.291741,35.5475,-6.86171,3.98006,1
,141.5967,,-1.2399,18.759,-1.36832,4.61971,1
,141.5973,,-3.42796,24.5128,5.9562,5.25936,1
,141.598,,-7.07472,46.5033,11.4496,-0.56858,1
,141.5987,,-11.5967,62.346,9.29651,-7.88904,1
,141.5993,,-14.3682,60.2179,12.9588,-11.2294,1
,141.6,,-15.3164,39.4884,32.1957,-14.0013,1
,141.6007,,-14.3682,15.0545,41.3513,-13.717,1
,141.6013,,-7.36646,-25.2221,22.1144,-4.83293,1
,141.602,,2.11512,-106.091,-2.29394,3.98006,1
,141.6027,,7.29352,-165.914,-16.0174,5.82794,1
,141.6033,,9.40865,-132.968,-32.8195,0.639652,1
,141.604,,10.9403,-54.8582,-45.0136,-9.45264,1
,141.6047,,11.232,9.8524,-28.8353,-10.3055,1
,141.6053,,13.0554,64.7894,3.19945,6.75188,1
,141.606,,15.8269,73.0654,17.8485,14.9963,1
,141.6067,,15.8269,6.54199,10.8258,-2.41646,1
,141.6073,,13.7118,-58.7991,-7.78733,-18.9053,1
,141.608,,10.3568,-56.671,-27.9298,-17.3417,1
,141.6087,,2.99035,-11.8229,-29.4591,-5.75687,1
,141.6093,,-5.25134,28.769,-11.1478,9.52371,1
,141.61,,-7.94994,42.2471,0.764648,13.4327,1
,141.6107,,-3.06328,29.3996,9.61846,2.77183,1
,141.6113,,2.6986,10.1677,20.2833,3.05612,1
,141.612,,1.82338,-7.48782,9.29651,12.2245,1
,141.6127,,-4.30318,-17.5767,-7.78733,6.11223,1
,141.6133,,-8.24168,-7.25137,2.29394,-3.6247,1
,141.614,,-8.8981,17.1826,8.08917,-0.56858,1
,141.6147,,-7.07472,24.8281,-9.61846,3.41148,1
,141.6153,,-4.30318,3.46805,-12.3551,3.98006,1
,141.616,,-0.948158,-19.7048,5.03058,9.52371,1
,141.6167,,1.16696,-19.1531,10.524,13.1484,1
,141.6173,,0.875223,-16.7097,3.50128,8.2444,1
,141.618,,-1.2399,-30.1089,-2.89761,1.56359,1
,141.6187,,-3.42796,-17.2614,-5.9562,-0.852869,1
,141.6193,,-7.07472,44.0599,-2.29394,1.2793,1
,141.62,,-11.0132,95.923,-2.29394,3.98006,1
,141.6207,,-13.493,104.514,-12.0533,1.84788,1
,141.6213,,-12.8366,111.529,-10.2221,-0.56858,1
,141.622,,-5.83482,123.983,10.2221,3.05612,1
,141.6227,,2.11512,96.2383,18.4522,3.41148,1
,141.6233,,2.40686,22.0694,4.12507,-4.54864,1
,141.624,,2.11512,-84.1001,-8.69284,-5.75687,1
,141.6247,,8.53342,-218.723,-10.524,3.69577,1
,141.6253,,11.5967,-297.148,-7.4855,8.2444,1
,141.626,,10.0651,-218.093,-4.42691,6.11223,1
,141.6267,,11.232,-47.528,-5.9562,3.98006,1
,141.6273,,9.11691,51.3901,-12.3551,1.2793,1
,141.628,,-0.364676,42.2471,-15.4137,2.48754,1
,141.6287,,-7.07472,13.2416,-11.4496,6.75188,1
,141.6293,,-7.07472,18.759,-1.99211,8.2444,1
,141.63,,-6.78298,37.045,5.63425,5.54365,1
,141.6307,,-9.18984,50.4443,0.462813,1.2793,1
,141.6313,,-14.0765,67.2328,-4.12507,-4.26435,1
,141.632,,-18.3797,70.622,16.943,-5.11722,1
,141.6327,,-19.2549,39.1731,49.8832,-1.49252,1
,141.6333,,-16.848,-2.60103,59.0388,-1.20823,1
,141.634,,-15.3164,-34.6805,38.5946,-5.11722,1
,141.6347,,-19.8384,-47.528,13.2807,-14.0013,1
,141.6353,,-23.1934,-10.8771,7.46538,-22.2457,1
,141.636,,-15.6081,61.7943,16.621,-14.9252,1
,141.6367,,-7.36646,97.4994,6.55987,0.0710725,1
,141.6373,,-10.138,63.2918,-28.5334,1.2793,1
,141.638,,-10.138,10.483,-43.8063,-2.41646,1
,141.6387,,3.64676,-6.30554,-27.3261,3.41148,1
,141.6393,,19.7655,-25.2221,-16.0174,9.808,1
,141.64,,25.6003,-99.7063,-16.6411,12.2245,1
,141.6407,,20.4219,-144.87,-9.61846,13.1484,1
,141.6413,,13.4201,-74.9571,-5.03058,9.52371,1
,141.642,,14.9517,-5.99026,-12.6771,5.82794,1
,141.6427,,20.4219,-34.3652,-18.4723,5.82794,1
,141.6433,,22.537,-63.3706,-19.0759,3.05612,1
,141.644,,23.4851,-38.6214,-11.4496,1.2793,1
,141.6447,,20.1301,-17.892,11.1276,6.75188,1
,141.6453,,10.3568,-5.35971,17.8485,7.03617,1
,141.646,,5.1784,8.03956,-9.9203,2.48754,1
,141.6467,,4.52199,1.97048,-27.6279,4.904,1
,141.6473,,2.11512,7.09373,-15.7155,3.98006,1
,141.648,,2.40686,46.8186,-8.69284,-8.81298,1
,141.6487,,3.9385,71.489,-8.69284,-9.73693,1
,141.6493,,0.291741,59.3509,3.19945,2.20325,1
,141.65,,-3.7197,40.4343,13.2807,3.41148,1
,141.6507,,-4.88666,16.3156,8.08917,-2.41646,1
,141.6513,,-5.25134,-25.5374,-0.160978,-4.26435,1
,141.652,,-1.2399,-59.6661,-10.524,-7.60475,1
,141.6527,,4.81373,-54.8582,-21.5107,-9.73693,1
,141.6533,,4.23024,-23.7246,-18.4723,-4.26435,1
,141.654,,-2.4798,-4.49269,-7.78733,0.355362,1
,141.6547,,-7.94994,-0.157638,-5.03058,0.639652,1
,141.6553,,-10.138,8.35484,-5.03058,2.20325,1
,141.656,,-8.8981,15.685,0.462813,-1.20823,1
,141.6567,,-5.25134,8.35484,2.29394,-9.45264,1
,141.6573,,-1.89632,-0.788192,0.462813,-8.81298,1
,141.658,,0,-5.35971,5.9562,-1.49252,1
,141.6587,,3.35502,-11.8229,10.2221,-2.98504,1
,141.6593,,7.58527,-1.73402,8.69284,-9.09727,1
,141.66,,7.87701,40.4343,16.621,-6.9651,1
,141.6607,,2.11512,74.2477,30.6664,-4.54864,1
,141.6613,,-2.4798,59.5873,26.7023,-8.52869,1
,141.662,,-2.4798,27.5867,10.524,-9.45264,1
,141.6627,,-2.77154,14.4239,3.80312,-6.9651,1
,141.6633,,-4.88666,-10.2465,0.764648,-6.68081,1
,141.664,,-1.89632,-52.9665,-1.06648,-5.11722,1
,141.6647,,3.9385,-54.8582,4.12507,-2.13217,1
,141.6653,,4.23024,-5.35971,2.59578,-1.49252,1
,141.666,,0,33.9711,-9.61846,-2.13217,1
,141.6667,,-2.18806,29.7148,-13.2807,-5.11722,1
,141.6673,,-2.4798,0.0788192,-6.86171,-7.88904,1
,141.668,,-2.4798,-9.93122,4.12507,-5.11722,1
,141.6687,,2.40686,24.8281,14.7899,-2.70075,1
,141.6693,,8.16875,62.9765,6.55987,-6.9651,1
,141.67,,6.34537,55.6464,-13.8844,-8.81298,1
,141.6707,,2.99035,26.9562,-11.1478,-7.32046,1
,141.6713,,4.81373,-0.788192,8.99467,-8.52869,1
,141.672,,4.52199,-44.7693,9.9203,-3.6247,1
,141.6727,,-0.656417,-72.8289,-2.29394,7.96011,1
,141.6733,,-0.364676,-46.8974,-0.462813,11.3005,1
,141.674,,5.1784,-5.04443,9.29651,6.46759,1
,141.6747,,6.05363,11.4288,4.72874,4.904,1
,141.6753,,2.11512,12.9263,-10.8459,5.54365,1
,141.676,,-0.656417,15.685,-15.7155,2.20325,1
,141.6767,,-1.53164,30.3454,-9.31663,1.84788,1
,141.6773,,-4.30318,55.3311,-5.9562,4.904,1
,141.678,,-9.77332,60.5331,-3.5214,-0.56858,1
,141.6787,,-11.5967,43.1141,8.69284,-10.9452,1
,141.6793,,-9.18984,37.6756,21.8126,-10.6609,1
,141.68,,-7.94994,46.5033,21.5107,-2.41646,1
,141.6807,,-7.07472,38.2273,7.16354,-2.98504,1
,141.6813,,-1.53164,16.6309,5.03058,-9.73693,1
,141.682,,2.11512,13.8722,29.7408,-14.2856,1
,141.6827,,-3.42796,17.4979,38.2927,-16.4177,1
,141.6833,,-7.94994,-14.2663,2.89761,-12.1534,1
,141.684,,-2.4798,-77.7157,-23.9657,2.20325,1
,141.6847,,6.05363,-136.278,-11.4496,16.8442,1
,141.6853,,9.40865,-176.555,-0.462813,18.9763,1
,141.686,,10.9403,-171.984,-4.12507,12.5798,1
,141.6867,,10.3568,-101.834,1.36832,8.88406,1
,141.6873,,7.29352,-31.2912,8.08917,7.96011,1
,141.688,,9.40865,-15.4486,-2.59578,0.639652,1
,141.6887,,10.3568,4.41388,-13.8844,-6.9651,1
,141.6893,,1.16696,68.1786,-5.65437,-1.49252,1
,141.69,,-6.78298,112.711,4.12507,6.75188,1
,141.6907,,-6.4183,95.6077,-5.9562,4.33542,1
,141.6913,,-6.12656,55.6464,-14.5082,2.20325,1
,141.692,,-3.7197,34.2864,-5.9562,6.75188,1
,141.6927,,2.40686,21.4388,-6.25804,6.75188,1
,141.6933,,2.99035,-4.80797,-13.2807,-0.56858,1
,141.694,,1.16696,-18.2072,0.462813,-2.70075,1
,141.6947,,4.52199,11.7441,12.9588,-4.83293,1
,141.6953,,4.81373,46.8186,2.89761,-14.2856,1
,141.696,,-1.2399,49.5773,1.36832,-17.0574,1
,141.6967,,-3.42796,47.6856,9.9203,-4.54864,1
,141.6973,,-0.656417,52.5724,1.67015,1.2793,1
,141.698,,1.16696,30.3454,-4.42691,-5.11722,1
,141.6987,,1.4587,-17.892,13.2807,-4.26435,1
,141.6993,,-0.948158,-50.5231,32.4975,4.61971,1
,141.7,,-4.01144,-41.6954,35.8579,6.75188,1
,141.7007,,-2.4798,-1.41875,23.6437,4.61971,1
,141.7013,,-0.656417,41.3013,-4.12507,1.84788,1
,141.702,,-3.06328,73.696,-31.592,-2.41646,1
,141.7027,,-4.59492,89.5386,-34.0268,-0.852869,1
,141.7033,,0,58.7203,-15.4137,2.48754,1
,141.704,,4.81373,-19.3895,-4.12507,-1.49252,1
,141.7047,,3.9385,-82.6025,-6.86171,-3.6247,1
,141.7053,,2.6986,-93.2431,-4.72874,0.355362,1
,141.706,,4.81373,-70.3856,5.03058,-1.20823,1
,141.7067,,4.81373,-31.0548,5.33241,-6.04116,1
,141.7073,,0.291741,-0.157638,-2.89761,-7.60475,1
,141.708,,-2.77154,-16.3944,-8.69284,-10.0212,1
,141.7087,,-6.12656,-56.3557,-15.1119,-9.73693,1
,141.7093,,-10.4297,-64.3165,-14.81,-1.20823,1
,141.71,,-5.25134,-45.0846,2.89761,3.69577,1
,141.7107,,5.1784,-32.5523,16.0174,1.56359,1
,141.7113,,5.76188,-23.4093,8.08917,3.98006,1
,141.712,,2.11512,-0.788192,0.140856,8.59977,1
,141.7127,,6.71004,25.7739,4.42691,4.904,1
,141.7133,,11.8884,46.5033,6.86171,-4.26435,1
,141.714,,8.53342,68.4939,4.72874,-7.60475,1
,141.7147,,2.40686,79.765,4.12507,-2.70075,1
,141.7153,,-0.656417,59.5873,9.9203,0.923942,1
,141.716,,-2.77154,38.2273,19.0759,-0.56858,1
,141.7167,,-7.07472,43.1141,13.5826,-2.98504,1
,141.7173,,-10.7215,29.3996,-14.1862,-7.32046,1
,141.718,,-7.07472,-30.1089,-34.3287,-10.6609,1
,141.7187,,0.291741,-84.7307,-25.495,-6.9651,1
,141.7193,,5.47014,-100.258,-11.4496,-1.49252,1
,141.72,,10.3568,-91.7456,-10.8459,0.639652,1
,141.7207,,16.4104,-73.1442,-10.524,3.05612,1
,141.7213,,15.5352,-48.7103,-7.4855,1.84788,1
,141.722,,7.58527,-2.91631,-9.61846,-6.04116,1
,141.7227,,-3.42796,87.0952,-5.03058,-10.9452,1
,141.7233,,-14.0765,174.979,14.7899,-10.6609,1
,141.724,,-16.1916,180.181,24.8712,-7.60475,1
,141.7247,,-6.12656,122.485,15.7155,-3.34041,1
,141.7253,,3.9385,72.7501,9.61846,0.0710725,1
,141.726,,6.71004,0.394096,7.16354,1.2793,1
,141.7267,,7.87701,-133.52,-6.86171,1.84788,1
,141.7273,,7.29352,-216.91,-16.943,0.355362,1
,141.728,,-0.948158,-171.432,-9.31663,-2.70075,1
,141.7287,,-9.77332,-93.8737,-0.160978,-6.04116,1
,141.7293,,-9.77332,-35.311,2.29394,-5.11722,1
,141.73,,-6.12656,48.6315,7.16354,1.56359,1
,141.7307,,-3.42796,101.756,10.8258,3.98006,1
,141.7313,,-0.364676,67.8633,14.7899,2.20325,1
,141.732,,-2.4798,23.0152,19.9815,5.54365,1
,141.7327,,-11.9614,9.30067,9.29651,2.48754,1
,141.7333,,-15.6081,-1.73402,-1.06648,-14.6409,1
,141.734,,-11.305,17.1826,20.9071,-11.5848,1
,141.7347,,-10.7215,97.4994,42.5587,13.1484,1
,141.7353,,-9.48158,178.683,32.4975,16.8442,1
,141.736,,-4.01144,173.166,26.7023,-0.28429,1
,141.7367,,-8.60636,95.923,30.6664,-8.52869,1
,141.7373,,-22.6099,22.6999,11.4496,-12.793,1
,141.738,,-23.5581,-88.6716,-17.8485,-16.7731,1
,141.7387,,-8.8981,-273.66,-35.2543,-10.9452,1
,141.7393,,3.64676,-330.41,-41.6532,-2.13217,1
,141.74,,11.5967,-161.343,-29.7609,3.05612,1
,141.7407,,19.182,-28.8478,-11.4496,7.67582,1
,141.7413,,20.4219,-66.1293,-9.31663,9.52371,1
,141.742,,17.6503,-85.9129,-2.29394,6.75188,1
,141.7427,,19.182,-30.1089,5.03058,0.639652,1
,141.7433,,18.5985,-13.951,-19.6796,-5.47258,1
,141.744,,12.1802,-26.4044,-44.4099,-4.26435,1
,141.7447,,10.3568,0.0788192,-23.3419,-0.852869,1
,141.7453,,10.6485,48.6315,11.7514,-1.49252,1
,141.746,,6.71004,80.3956,25.173,0.355362,1
,141.7467,,5.1784,81.5779,22.4364,2.48754,1
,141.7473,,7.29352,68.4939,11.4496,2.20325,1
,141.748,,3.35502,64.2377,0.462813,5.82794,1
,141.7487,,-1.53164,54.1488,-5.03058,5.82794,1
,141.7493,,-0.656417,48.6315,-14.5082,-4.26435,1
,141.75,,-2.4798,104.514,-19.0759,-3.34041,1
,141.7507,,-6.78298,178.368,-7.78733,9.808,1
,141.7513,,-4.30318,146.919,-3.19945,9.52371,1
,141.752,,-0.656417,25.7739,-9.9203,-1.49252,1
,141.7527,,-6.4183,-58.4839,-2.29394,-7.88904,1
,141.7533,,-18.015,-77.7157,14.1862,-11.2294,1
,141.754,,-24.1416,-90.7997,11.1276,-13.0773,1
,141.7547,,-23.8498,-98.4452,-13.8844,-10.9452,1
,141.7553,,-22.6099,-47.528,-29.7609,-8.17333,1
,141.756,,-15.6081,54.1488,-8.391,-1.49252,1
,141.7567,,0.875223,120.042,26.0785,6.46759,1
,141.7573,,13.7118,110.583,21.5107,4.33542,1
,141.758,,11.5967,55.0158,-5.35253,-1.20823,1
,141.7587,,5.76188,-65.814,-5.9562,1.56359,1
,141.7593,,9.40865,-225.108,1.67015,3.98006,1
,141.76,,20.4219,-254.113,-13.2807,0.923942,1
,141.7607,,25.892,-117.677,-23.3419,1.2793,1
,141.7613,,17.6503,-5.35971,-11.7514,4.904,1
,141.762,,7.00178,-2.91631,-3.5214,6.11223,1
,141.7627,,7.58527,-21.8329,-5.03058,6.75188,1
,141.7633,,10.0651,-11.8229,-7.78733,7.39153,1
,141.764,,2.6986,12.2958,-8.69284,7.39153,1
,141.7647,,-5.54308,27.902,-3.19945,7.39153,1
,141.7653,,-8.8981,14.1875,6.55987,5.25936,1
,141.766,,-8.8981,-15.4486,5.9562,0.355362,1
,141.7667,,-6.4183,-30.1089,-3.82324,-4.83293,1
,141.7673,,-7.36646,-2.60103,-11.7514,-10.6609,1
,141.768,,-14.3682,69.6762,-19.3778,-13.3616,1
,141.7687,,-18.9632,126.426,-26.0986,-8.17333,1
,141.7693,,-15.3164,116.731,-15.4137,-0.28429,1
,141.77,,-8.8981,61.479,5.9562,4.61971,1
,141.7707,,-1.89632,-31.2912,13.2807,10.0923,1
,141.7713,,7.58527,-130.84,12.6569,14.9963,1
,141.772,,19.182,-139.352,18.4522,14.0723,1
,141.7727,,23.1934,-57.538,11.7514,10.4476,1
,141.7733,,13.0554,6.22672,-5.03058,6.46759,1
,141.774,,1.16696,25.4586,-2.29394,3.98006,1
,141.7747,,-5.83482,30.8971,7.46538,3.41148,1
,141.7753,,-11.5967,9.8524,1.97199,1.56359,1
,141.776,,-13.493,-20.9659,-4.42691,-1.20823,1
,141.7767,,-11.5967,-9.06421,-5.03058,-2.70075,1
,141.7773,,-13.493,31.843,-3.19945,-2.41646,1
,141.778,,-13.493,57.7745,7.16354,2.20325,1
,141.7787,,-2.18806,81.2626,15.1119,5.54365,1
,141.7793,,8.16875,87.4105,5.33241,1.2793,1
,141.78,,6.71004,11.9805,-3.5214,-0.852869,1
,141.7807,,2.99035,-86.8588,1.97199,3.98006,1
,141.7813,,2.99035,-89.6174,6.55987,5.25936,1
,141.782,,4.81373,-49.3408,-0.462813,4.61971,1
,141.7827,,3.9385,-40.5131,-3.5214,7.03617,1
,141.7833,,-3.06328,-1.41875,7.78733,8.59977,1
,141.784,,-8.8981,28.769,10.524,10.0923,1
,141.7847,,-6.12656,-18.5225,-6.86171,12.2245,1
,141.7853,,-6.12656,-5.04443,-10.2221,9.52371,1
,141.786,,-19.2549,154.249,23.3419,5.25936,1
,141.7867,,-34.7901,324.183,70.9513,3.98006,1
,141.7873,,-46.7515,361.78,98.72,-2.98504,1
,141.788,,-61.995,223.216,77.0483,-20.6821,1
,141.7887,,-80.01,87.4105,30.9682,-42.0749,1
,141.7893,,-75.9985,198.151,40.7275,-41.7906,1
,141.79,,-36.9782,413.013,81.0124,-9.73693,1
,141.7907,,5.76188,478.038,37.9909,11.6559,1
,141.7913,,17.9421,392.914,-55.6985,2.20325,1
,141.792,,20.4219,6.54199,-80.7307,2.77183,1
,141.7927,,40.2603,-721.353,-53.5656,21.3928,1
,141.7933,,57.0354,-1183.08,-47.1466,22.3167,1
,141.794,,49.0854,-1020.71,-51.7345,7.67582,1
,141.7947,,35.9571,-628.583,-44.7118,3.41148,1
,141.7953,,39.6038,-229.994,-31.2902,8.2444,1
,141.796,,47.8455,173.481,-16.943,11.0162,1
,141.7967,,39.9685,308.971,-15.1119,4.904,1
,141.7973,,24.6521,138.091,-28.8353,-0.28429,1
,141.798,,21.9535,-4.17742,-41.3513,5.54365,1
,141.7987,,25.892,-25.2221,-42.277,6.75188,1
,141.7993,,21.2971,-32.8676,-30.9884,-2.13217,1
,141.8,,12.1802,-38.3061,-24.5693,1.56359,1
,141.8007,,13.0554,-41.6954,-32.4975,6.11223,1
,141.8013,,22.2453,-33.1829,-26.4005,-5.11722,1
,141.802,,20.1301,12.6111,-2.89761,-9.45264,1
,141.8027,,-0.364676,52.5724,-0.462813,-0.28429,1
,141.8033,,-18.015,62.9765,-12.3551,1.56359,1
,141.804,,-19.5466,60.8484,-5.9562,-0.28429,1
,141.8047,,-19.2549,57.7745,8.08917,-0.28429,1
,141.8053,,-22.6099,80.7109,11.4496,-6.9651,1
,141.806,,-17.7233,92.6126,5.9562,-14.2856,1
,141.8067,,-7.36646,45.0058,-5.03058,-15.2095,1
,141.8073,,-2.4798,43.1141,-7.18366,-13.3616,1
,141.808,,0.291741,102.623,-3.5214,-7.88904,1
,141.8087,,0.291741,52.5724,-15.7155,-2.41646,1
,141.8093,,-7.94994,-31.9218,-19.6796,-2.70075,1
,141.81,,-11.5967,30.0301,8.391,-0.852869,1
,141.8107,,0.291741,24.1975,25.173,4.33542,1
,141.8113,,14.587,-196.733,11.4496,9.52371,1
,141.812,,22.2453,-284.301,7.78733,13.1484,1
,141.8127,,26.1838,-89.9327,14.7899,11.3005,1
,141.8133,,24.0686,61.479,8.69284,4.904,1
,141.814,,16.4104,54.1488,4.42691,3.98006,1
,141.8147,,12.7637,59.5873,2.59578,4.904,1
,141.8153,,10.3568,92.2973,-16.943,-0.28429,1
,141.816,,0.875223,91.6667,-38.9165,-5.11722,1
,141.8167,,-6.78298,82.2084,-38.3129,-4.54864,1
,141.8173,,-6.78298,66.0505,-28.8353,-2.70075,1
,141.818,,-7.94994,45.8728,-25.173,0.923942,1
,141.8187,,-10.7215,43.4294,-21.5107,3.98006,1
,141.8193,,-7.6582,33.9711,-10.524,3.05612,1
,141.82,,-1.89632,22.0694,5.03058,0.0710725,1
,141.8207,,-0.656417,33.9711,18.7741,-1.77681,1
,141.8213,,-3.42796,24.8281,19.6796,-4.26435,1
,141.822,,-10.138,13.8722,16.621,-7.60475,1
,141.8227,,-18.015,87.0952,35.2342,-9.09727,1
,141.8233,,-22.3182,185.935,54.7729,-8.52869,1
,141.824,,-26.2567,216.201,29.1371,-12.793,1
,141.8247,,-31.1434,207.61,-19.6796,-22.53,1
,141.8253,,-29.9764,144.791,-27.9298,-20.6821,1
,141.826,,-18.9632,3.78332,12.9588,0.355362,1
,141.8267,,1.4587,-90.7997,56.604,17.1285,1
,141.8273,,21.0054,-71.0161,61.7956,12.8641,1
,141.828,,15.5352,-19.7048,26.4005,-2.41646,1
,141.8287,,-12.5449,11.1135,-0.462813,-13.717,1
,141.8293,,-18.9632,-27.6655,5.63425,-11.5848,1
,141.83,,10.9403,-158.9,0.462813,-2.41646,1
,141.8307,,32.3103,-227.236,-35.2543,-0.28429,1
,141.8313,,21.9535,-138.407,-53.5656,-0.28429,1
,141.832,,3.35502,-33.7346,-37.6891,7.03617,1
,141.8327,,-1.2399,-2.36458,-17.5467,9.808,1
,141.8333,,2.99035,7.09373,-1.99211,4.61971,1
,141.834,,4.52199,8.03956,8.08917,1.56359,1
,141.8347,,1.82338,-1.73402,0.462813,-4.54864,1
,141.8353,,0,-5.99026,-15.1119,-12.5088,1
,141.836,,1.16696,-10.8771,-22.4364,-6.39652,1
,141.8367,,0.583482,-10.2465,-21.8327,3.98006,1
,141.8373,,-3.42796,-1.10347,-13.2807,3.98006,1
,141.838,,-5.54308,0.0788192,-3.19945,3.98006,1
,141.8387,,-5.25134,0.709373,-10.524,4.61971,1
,141.8393,,-5.25134,13.8722,-23.6638,-4.26435,1
,141.84,,-4.59492,35.7839,-13.2807,-9.45264,1
,141.8407,,-4.88666,46.1881,7.78733,-2.98504,1
,141.8413,,-14.0765,44.0599,12.3551,-3.34041,1
,141.842,,-28.0801,79.765,12.0533,-12.793,1
,141.8427,,-34.4984,133.441,21.2089,-11.8691,1
,141.8433,,-30.8516,111.844,18.7741,-1.49252,1
,141.844,,-24.725,52.0207,-12.3551,2.20325,1
,141.8447,,-20.4948,7.40901,-33.4231,-2.41646,1
,141.8453,,-18.015,-51.1537,11.7514,-0.852869,1
,141.846,,-9.18984,-10.8771,83.7692,6.46759,1
,141.8467,,4.81373,169.146,84.6747,8.2444,1
,141.8473,,6.71004,284.537,27.6078,2.20325,1
,141.848,,-7.94994,312.282,-10.524,-2.41646,1
,141.8487,,-14.3682,293.996,-34.3287,-5.11722,1
,141.8493,,2.11512,39.1731,-39.822,-3.90898,1
,141.85,,26.5484,-330.41,5.03058,5.82794,1
,141.8507,,33.5502,-398.746,32.7994,12.2245,1
,141.8513,,22.8287,-196.417,-2.59578,5.25936,1
,141.852,,8.82516,-28.2961,-22.4364,-1.77681,1
,141.8527,,-7.6582,10.483,-12.3551,-5.11722,1
,141.8533,,-27.2048,-43.5082,-18.1704,-12.5088,1
,141.854,,-28.0801,-128.081,-6.86171,-11.5848,1
,141.8547,,-3.06328,-232.438,29.7408,0.355362,1
,141.8553,,17.6503,-308.42,31.8939,1.2793,1
,141.856,,15.2435,-169.304,4.12507,-6.68081,1
,141.8567,,2.99035,92.6126,-20.3034,-6.04116,1
,141.8573,,-4.88666,197.284,-32.4975,-6.04116,1
,141.858,,-0.364676,238.192,-11.4496,-3.34041,1
,141.8587,,18.5985,247.886,20.2833,12.5798,1
,141.8593,,30.4869,39.1731,4.42691,17.7681,1
,141.86,,16.7751,-133.835,-21.2089,-1.49252,1
,141.8607,,-3.7197,-101.519,-2.89761,-12.5088,1
,141.8613,,-6.12656,-239.768,14.7899,-9.73693,1
,141.862,,3.64676,-469.841,0.764648,-12.5088,1
,141.8627,,16.7751,-359.1,1.97199,-11.5848,1
,141.8633,,32.3103,-118.938,25.4748,0.0710725,1
,141.864,,37.7805,-72.8289,34.3287,7.03617,1
,141.8647,,27.4237,-68.888,39.2184,11.6559,1
,141.8653,,11.232,-13.6357,62.7011,14.0723,1
,141.866,,-12.8366,17.1826,75.2172,3.98006,1
,141.8667,,-39.0933,16.6309,47.1466,-13.0773,1
,141.8673,,-44.5634,0.709373,-7.78733,-23.4539,1
,141.868,,-36.3218,97.1841,-52.64,-24.0936,1
,141.8687,,-33.3314,398.668,-55.6985,-15.4938,1
,141.8693,,-18.9632,633.943,-29.4591,-6.04116,1
,141.87,,3.64676,499.083,-17.5467,-3.34041,1
,141.8707,,-1.89632,84.3366,-23.3419,-1.20823,1
,141.8713,,-25.3815,-310.232,-17.5467,4.904,1
,141.872,,-18.015,-481.507,-13.8844,8.59977,1
,141.8727,,12.4719,-413.722,-43.4843,8.2444,1
,141.8733,,23.4851,-235.197,-79.2014,9.52371,1
,141.874,,16.1187,-62.1095,-82.8637,8.88406,1
,141.8747,,17.6503,40.4343,-75.5391,-0.28429,1
,141.8753,,25.0168,22.3847,-69.4421,-10.6609,1
,141.876,,21.2971,-64.8682,-36.4817,-7.32046,1
,141.8767,,10.9403,-91.4303,1.97199,5.25936,1
,141.8773,,7.58527,-20.0201,-0.462813,8.59977,1
,141.878,,8.53342,70.3067,-11.4496,3.98006,1
,141.8787,,5.47014,111.214,5.03058,5.25936,1
,141.8793,,0.875223,98.3664,14.1862,7.67582,1
,141.88,,-0.364676,60.5331,1.67015,0.355362,1
,141.8807,,0.291741,12.2958,-6.86171,-9.73693,1
,141.8813,,2.6986,-27.3503,-11.7514,-9.73693,1
,141.882,,7.29352,-23.094,-14.81,-6.04116,1
,141.8827,,7.00178,15.3697,1.36832,-10.0212,1
,141.8833,,-1.53164,35.7839,24.5693,-14.0013,1
,141.884,,-10.4297,36.0992,27.306,-7.60475,1
,141.8847,,-13.7848,33.1041,12.3551,2.20325,1
,141.8853,,-13.7848,23.6458,7.46538,5.82794,1
,141.886,,-10.7215,46.1881,22.4364,2.20325,1
,141.8867,,-4.88666,116.101,30.9682,-6.9651,1
,141.8873,,2.40686,144.16,25.173,-5.11722,1
,141.888,,6.71004,100.81,23.3419,5.82794,1
,141.8887,,3.64676,56.9075,23.9455,5.82794,1
,141.8893,,-2.18806,-8.11838,26.0785,2.48754,1
,141.89,,-2.4798,-109.716,40.7275,9.808,1
,141.8907,,-4.88666,-70.3856,41.3513,11.3005,1
,141.8913,,-17.4315,160.318,8.99467,-1.20823,1
,141.892,,-35.1548,323.947,-15.1119,-6.9651,1
,141.8927,,-47.335,299.513,-4.12507,-1.49252,1
,141.8933,,-38.5098,206.743,29.7408,3.98006,1
,141.894,,-14.0765,68.8092,61.7956,1.84788,1
,141.8947,,-8.60636,-17.5767,59.6626,-8.81298,1
,141.8953,,-23.5581,165.836,31.2701,-11.5848,1
